"state","value"
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
1,0.097493888577078
