"state","value"
1,0.0636137216149695
2,0.30354058487546
4,0.652650191718187
5,0.0271077634036052
6,-0.0907397004691569
8,0.0971577889243838
9,0.00176331443582112
10,0.268043537404565
11,0.530375217974444
12,0.0719898053129784
13,0.344279251373544
15,0.248282970399387
16,0.618400695016145
17,0.158945613920481
18,0.66679757383537
19,-0.115523720535335
20,0.0288487850532793
21,0.173319603517226
22,-0.250717444847723
23,-0.157572705711496
24,0.229626552977665
25,0.132398725556847
26,0.0895846717930804
27,-0.231252214848467
28,0.031972447266698
29,-0.162924772986724
30,-0.610501308749923
31,-0.465411315906177
32,0.269131385329751
33,0.622046457811975
34,0.264380664661474
35,0.172326694124656
36,0.595588746436166
37,0.0458666237921457
38,-0.626476887282142
39,-0.0130796737981791
40,-0.424471222711037
41,0.567869913679158
42,0.0687333816404627
44,0.675385466804364
45,1.2874239064924
46,0.132553838537884
47,-0.050332585722796
48,1.24535964681937
49,-0.115857355581578
50,0.325015793856023
51,0.027452518119744
53,0.15894977497521
54,0.367136661519246
55,0.285753464459456
56,0.493669070929977
