"month","num","group"
60,11087623200,"Unadjusted"
61,31727092176,"Unadjusted"
62,15117684192,"Unadjusted"
63,15578384736,"Unadjusted"
64,15128918064,"Unadjusted"
65,17576330448,"Unadjusted"
66,14672331072,"Unadjusted"
67,16353571776,"Unadjusted"
68,13194688512,"Unadjusted"
69,12487221984,"Unadjusted"
70,13214281440,"Unadjusted"
71,12008289360,"Unadjusted"
72,12032791920,"Unadjusted"
73,11806426128,"Unadjusted"
74,15069548448,"Unadjusted"
75,15148478592,"Unadjusted"
76,16342169808,"Unadjusted"
77,16244786160,"Unadjusted"
78,15447099360,"Unadjusted"
79,15337314000,"Unadjusted"
80,12590564448,"Unadjusted"
81,13648524192,"Unadjusted"
82,13987627248,"Unadjusted"
83,11741493264,"Unadjusted"
84,12970323072,"Unadjusted"
85,11787258912,"Unadjusted"
86,14701145184,"Unadjusted"
87,15197025120,"Unadjusted"
88,16731505632,"Unadjusted"
89,15786236976,"Unadjusted"
90,15567869184,"Unadjusted"
91,15647079504,"Unadjusted"
92,11774657952,"Unadjusted"
93,13547005632,"Unadjusted"
94,13793194656,"Unadjusted"
95,10379227248,"Unadjusted"
96,10494125760,"Unadjusted"
97,10704161088,"Unadjusted"
98,12773282640,"Unadjusted"
99,13815731760,"Unadjusted"
100,13989237072,"Unadjusted"
101,12945923040,"Unadjusted"
102,12521649024,"Unadjusted"
103,11720833872,"Unadjusted"
104,10148754864,"Unadjusted"
105,8762940144,"Unadjusted"
106,7837654656,"Unadjusted"
107,7360967568,"Unadjusted"
108,6375975264,"Unadjusted"
109,6319608144,"Unadjusted"
110,7705352592,"Unadjusted"
111,7992436128,"Unadjusted"
112,7896801408,"Unadjusted"
113,8289139392,"Unadjusted"
114,7873287792,"Unadjusted"
115,6677537760,"Unadjusted"
116,6243978960,"Unadjusted"
117,6457502016,"Unadjusted"
118,6097319664,"Unadjusted"
119,5790432288,"Unadjusted"
120,5085100080,"Unadjusted"
121,4993188864,"Unadjusted"
122,7047193440,"Unadjusted"
123,7450701504,"Unadjusted"
124,7706298480,"Unadjusted"
125,7511931504,"Unadjusted"
126,7496921232,"Unadjusted"
127,7439569536,"Unadjusted"
128,6779794656,"Unadjusted"
129,7064007024,"Unadjusted"
130,7210861872,"Unadjusted"
131,6247328304,"Unadjusted"
132,5293753632,"Unadjusted"
133,5700164736,"Unadjusted"
134,7686667680,"Unadjusted"
135,8234044320,"Unadjusted"
136,8478301248,"Unadjusted"
137,8729756016,"Unadjusted"
138,8571184992,"Unadjusted"
139,8656109088,"Unadjusted"
140,7564190736,"Unadjusted"
141,7307340576,"Unadjusted"
142,7836342816,"Unadjusted"
143,7062079008,"Unadjusted"
144,6072109920,"Unadjusted"
145,6699264480,"Unadjusted"
146,8694623664,"Unadjusted"
147,9099244560,"Unadjusted"
148,10294414272,"Unadjusted"
149,9742490928,"Unadjusted"
150,9004909056,"Unadjusted"
151,9608602176,"Unadjusted"
152,7702019136,"Unadjusted"
153,8449891104,"Unadjusted"
154,8482935408,"Unadjusted"
155,7367725824,"Unadjusted"
156,7208511360,"Unadjusted"
157,7505056128,"Unadjusted"
158,9342529440,"Unadjusted"
159,10877765328,"Unadjusted"
160,12062695584,"Unadjusted"
161,11669266272,"Unadjusted"
162,12376166016,"Unadjusted"
163,11996637648,"Unadjusted"
164,9763650576,"Unadjusted"
165,10295740608,"Unadjusted"
166,9814148976,"Unadjusted"
167,8718460560,"Unadjusted"
168,8280998256,"Unadjusted"
169,8709007824,"Unadjusted"
170,11351575344,"Unadjusted"
171,12487742352,"Unadjusted"
172,14167453920,"Unadjusted"
173,13088513472,"Unadjusted"
174,13642537200,"Unadjusted"
175,12557319408,"Unadjusted"
176,11201263872,"Unadjusted"
177,12541878960,"Unadjusted"
178,10758081168,"Unadjusted"
179,10093631040,"Unadjusted"
180,10127245776,"Unadjusted"
181,10099263600,"Unadjusted"
182,13252147584,"Unadjusted"
183,15670066704,"Unadjusted"
184,15857950416,"Unadjusted"
185,15925131216,"Unadjusted"
186,16208170656,"Unadjusted"
187,14950914960,"Unadjusted"
188,13925728656,"Unadjusted"
189,14541818592,"Unadjusted"
190,13937981376,"Unadjusted"
191,12169853106.3022,"Unadjusted"
192,10955136060.2641,"Unadjusted"
193,12968167320.0005,"Unadjusted"
194,16580833731.8256,"Unadjusted"
195,16804157870.7392,"Unadjusted"
196,16195965719.7304,"Unadjusted"
197,17330578532.7589,"Unadjusted"
198,15566545293.2491,"Unadjusted"
199,15157653275.3606,"Unadjusted"
200,13589136424.5887,"Unadjusted"
201,11917674367.2918,"Unadjusted"
60,13823565593.4955,"Seasonally Adjusted"
61,38341271001.5368,"Seasonally Adjusted"
62,14032068288.3006,"Seasonally Adjusted"
63,14189407769.4429,"Seasonally Adjusted"
64,13223798231.1,"Seasonally Adjusted"
65,15191204532.4542,"Seasonally Adjusted"
66,13855899105.29,"Seasonally Adjusted"
67,14557204477.5842,"Seasonally Adjusted"
68,14261190105.4818,"Seasonally Adjusted"
69,13281419063.8913,"Seasonally Adjusted"
70,13483582219.0972,"Seasonally Adjusted"
71,14164283146.902,"Seasonally Adjusted"
72,14575595662.491,"Seasonally Adjusted"
73,14284713592.5496,"Seasonally Adjusted"
74,13980148645.5621,"Seasonally Adjusted"
75,14287243391.3535,"Seasonally Adjusted"
76,13804060415.022,"Seasonally Adjusted"
77,14021239468.8865,"Seasonally Adjusted"
78,14576901036.1294,"Seasonally Adjusted"
79,13676150958.1214,"Seasonally Adjusted"
80,14037059412.499,"Seasonally Adjusted"
81,14015814084.683,"Seasonally Adjusted"
82,14268082477.628,"Seasonally Adjusted"
83,14275182943.175,"Seasonally Adjusted"
84,15289695826.8466,"Seasonally Adjusted"
85,14324028632.5156,"Seasonally Adjusted"
86,14097775498.9472,"Seasonally Adjusted"
87,13921437358.2174,"Seasonally Adjusted"
88,14079415232.3354,"Seasonally Adjusted"
89,14058223656.6348,"Seasonally Adjusted"
90,14185025054.0273,"Seasonally Adjusted"
91,14010348209.821,"Seasonally Adjusted"
92,13502980491.2225,"Seasonally Adjusted"
93,13417274344.4099,"Seasonally Adjusted"
94,14013616096.674,"Seasonally Adjusted"
95,12585287709.2275,"Seasonally Adjusted"
96,12503727002.5238,"Seasonally Adjusted"
97,12535656239.6263,"Seasonally Adjusted"
98,12691454678.139,"Seasonally Adjusted"
99,12289093025.1221,"Seasonally Adjusted"
100,12124983356.989,"Seasonally Adjusted"
101,11502498151.0486,"Seasonally Adjusted"
102,10980925671.5279,"Seasonally Adjusted"
103,11229162869.2428,"Seasonally Adjusted"
104,10815877912.4054,"Seasonally Adjusted"
105,8664374622.9974,"Seasonally Adjusted"
106,8480121801.05975,"Seasonally Adjusted"
107,8343038821.22784,"Seasonally Adjusted"
108,7975256642.0374,"Seasonally Adjusted"
109,7826934221.64554,"Seasonally Adjusted"
110,7420950699.31206,"Seasonally Adjusted"
111,7114125292.78451,"Seasonally Adjusted"
112,7034408501.7077,"Seasonally Adjusted"
113,7107805441.77376,"Seasonally Adjusted"
114,6878341562.10479,"Seasonally Adjusted"
115,6393886055.33596,"Seasonally Adjusted"
116,6590930184.64189,"Seasonally Adjusted"
117,6607883251.76793,"Seasonally Adjusted"
118,6371903324.00996,"Seasonally Adjusted"
119,6550496841.20492,"Seasonally Adjusted"
120,6693160937.23782,"Seasonally Adjusted"
121,6247742719.19866,"Seasonally Adjusted"
122,6599997401.46922,"Seasonally Adjusted"
123,6636062272.76719,"Seasonally Adjusted"
124,6845589075.08667,"Seasonally Adjusted"
125,6395823628.49478,"Seasonally Adjusted"
126,6721344167.21143,"Seasonally Adjusted"
127,6849546032.32726,"Seasonally Adjusted"
128,7092328609.8936,"Seasonally Adjusted"
129,7513338150.49557,"Seasonally Adjusted"
130,7326581129.81912,"Seasonally Adjusted"
131,7086106561.43814,"Seasonally Adjusted"
132,7082498871.25718,"Seasonally Adjusted"
133,7192868227.91633,"Seasonally Adjusted"
134,7213026770.54919,"Seasonally Adjusted"
135,7576868953.97,"Seasonally Adjusted"
136,7252681076.56142,"Seasonally Adjusted"
137,7383842634.29034,"Seasonally Adjusted"
138,7891046652.68816,"Seasonally Adjusted"
139,7651782726.56951,"Seasonally Adjusted"
140,7865359491.49579,"Seasonally Adjusted"
141,7820722360.89795,"Seasonally Adjusted"
142,8009321943.89506,"Seasonally Adjusted"
143,8350981150.51799,"Seasonally Adjusted"
144,7968998881.56272,"Seasonally Adjusted"
145,8110570008.48348,"Seasonally Adjusted"
146,8452524411.72603,"Seasonally Adjusted"
147,8346773046.1651,"Seasonally Adjusted"
148,8483144243.7981,"Seasonally Adjusted"
149,8479379409.981,"Seasonally Adjusted"
150,7957074436.01462,"Seasonally Adjusted"
151,8429886662.02025,"Seasonally Adjusted"
152,8536163259.27632,"Seasonally Adjusted"
153,8502067535.51429,"Seasonally Adjusted"
154,8743374384.28812,"Seasonally Adjusted"
155,9144370746.54031,"Seasonally Adjusted"
156,9260702158.43314,"Seasonally Adjusted"
157,9487893315.64758,"Seasonally Adjusted"
158,9345219746.88221,"Seasonally Adjusted"
159,9609308214.53065,"Seasonally Adjusted"
160,9861676253.07427,"Seasonally Adjusted"
161,10475798337.7024,"Seasonally Adjusted"
162,10559200456.6521,"Seasonally Adjusted"
163,10858710648.5935,"Seasonally Adjusted"
164,10474092986.6696,"Seasonally Adjusted"
165,10361120275.6855,"Seasonally Adjusted"
166,10537861009.3163,"Seasonally Adjusted"
167,10649816900.3319,"Seasonally Adjusted"
168,10682915608.5539,"Seasonally Adjusted"
169,10947611886.6286,"Seasonally Adjusted"
170,11319334926.2731,"Seasonally Adjusted"
171,10961213388.8229,"Seasonally Adjusted"
172,11911551375.091,"Seasonally Adjusted"
173,11353809315.7987,"Seasonally Adjusted"
174,11617846063.3536,"Seasonally Adjusted"
175,11783132529.7681,"Seasonally Adjusted"
176,11637652824.9659,"Seasonally Adjusted"
177,12603641422.2883,"Seasonally Adjusted"
178,12024421862.8668,"Seasonally Adjusted"
179,12118815939.4962,"Seasonally Adjusted"
180,13501104165.782,"Seasonally Adjusted"
181,12626330061.6596,"Seasonally Adjusted"
182,12705505742.7699,"Seasonally Adjusted"
183,13678611818.8304,"Seasonally Adjusted"
184,13713586725.0467,"Seasonally Adjusted"
185,13378549692.4962,"Seasonally Adjusted"
186,13821440502.196,"Seasonally Adjusted"
187,14134105322.8358,"Seasonally Adjusted"
188,14462481459.4422,"Seasonally Adjusted"
189,15054944627.2966,"Seasonally Adjusted"
190,15129818634.2698,"Seasonally Adjusted"
191,14776488976.5484,"Seasonally Adjusted"
192,15051438934.6734,"Seasonally Adjusted"
193,15451140173.872,"Seasonally Adjusted"
194,15337068665.4333,"Seasonally Adjusted"
195,15045556085.063,"Seasonally Adjusted"
196,13533720978.0994,"Seasonally Adjusted"
197,14598865779.9348,"Seasonally Adjusted"
198,14185120750.8716,"Seasonally Adjusted"
199,13513728420.8585,"Seasonally Adjusted"
200,14099573364.4985,"Seasonally Adjusted"
201,12719334967.0587,"Seasonally Adjusted"
