"month","yoy","group"
60,NA,"Younger than 30"
61,NA,"Younger than 30"
62,NA,"Younger than 30"
63,NA,"Younger than 30"
64,NA,"Younger than 30"
65,NA,"Younger than 30"
66,NA,"Younger than 30"
67,NA,"Younger than 30"
68,NA,"Younger than 30"
69,NA,"Younger than 30"
70,NA,"Younger than 30"
71,NA,"Younger than 30"
72,0.12247659097429,"Younger than 30"
73,-0.4317390171739,"Younger than 30"
74,0.0829415580417809,"Younger than 30"
75,-0.0297627302505146,"Younger than 30"
76,0.00732158163105856,"Younger than 30"
77,-0.391164229116314,"Younger than 30"
78,0.0248952841979329,"Younger than 30"
79,0.0520081405521966,"Younger than 30"
80,-0.0977391848354511,"Younger than 30"
81,0.143685550954546,"Younger than 30"
82,0.219494696958665,"Younger than 30"
83,0.0910930762163371,"Younger than 30"
84,0.268462416125071,"Younger than 30"
85,-0.0902633426116751,"Younger than 30"
86,0.0328949254764317,"Younger than 30"
87,-0.0251086321176404,"Younger than 30"
88,-0.00791649757114166,"Younger than 30"
89,-0.0549507360609571,"Younger than 30"
90,0.0309482739465399,"Younger than 30"
91,-0.00520206350090646,"Younger than 30"
92,-0.102186923637871,"Younger than 30"
93,-0.00572050425140136,"Younger than 30"
94,-0.075707388216498,"Younger than 30"
95,-0.141545184136282,"Younger than 30"
96,-0.286555848954548,"Younger than 30"
97,0.05080059755045,"Younger than 30"
98,-0.221566449157832,"Younger than 30"
99,-0.0400136352765786,"Younger than 30"
100,-0.147684446182863,"Younger than 30"
101,-0.163412103791205,"Younger than 30"
102,-0.2048445654379,"Younger than 30"
103,-0.184930832455766,"Younger than 30"
104,-0.0615905440616674,"Younger than 30"
105,-0.25785725398475,"Younger than 30"
106,-0.374675017781935,"Younger than 30"
107,-0.278127940107112,"Younger than 30"
108,-0.300158350338444,"Younger than 30"
109,-0.352687890899347,"Younger than 30"
110,-0.346855753954483,"Younger than 30"
111,-0.410791163753746,"Younger than 30"
112,-0.404153708738554,"Younger than 30"
113,-0.334380449503229,"Younger than 30"
114,-0.357441466810524,"Younger than 30"
115,-0.388746907811521,"Younger than 30"
116,-0.38413673848398,"Younger than 30"
117,-0.266570871479221,"Younger than 30"
118,-0.230602872558681,"Younger than 30"
119,-0.207706801196391,"Younger than 30"
120,-0.308253912805495,"Younger than 30"
121,-0.365672850225599,"Younger than 30"
122,-0.0321862590078364,"Younger than 30"
123,0.0731696410467928,"Younger than 30"
124,0.379738166911878,"Younger than 30"
125,-0.0770913255785025,"Younger than 30"
126,-0.0535098005114201,"Younger than 30"
127,0.0365685177969066,"Younger than 30"
128,0.162428633590213,"Younger than 30"
129,-0.164487256223248,"Younger than 30"
130,0.0260210881928438,"Younger than 30"
131,0.134555514420699,"Younger than 30"
132,-0.0109329147668489,"Younger than 30"
133,0.0585539223874958,"Younger than 30"
134,-0.000188046164685041,"Younger than 30"
135,-0.0191705106175972,"Younger than 30"
136,-0.240745359756296,"Younger than 30"
137,0.150395046963778,"Younger than 30"
138,0.121919513996429,"Younger than 30"
139,0.1224481114105,"Younger than 30"
140,0.0647793386975339,"Younger than 30"
141,0.259641107791885,"Younger than 30"
142,0.141304179105063,"Younger than 30"
143,0.0356558938184979,"Younger than 30"
144,0.131105332735454,"Younger than 30"
145,0.199484099700436,"Younger than 30"
146,0.181423446438433,"Younger than 30"
147,0.092960796078136,"Younger than 30"
148,0.16513358480905,"Younger than 30"
149,0.0295466666573161,"Younger than 30"
150,0.0793099091461931,"Younger than 30"
